Nome,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_1,Ast_1,G+A_1,G-PK_1,G+A-PK,Matches
João Pedro,2021-2022,19,Watford,eng ENG,1. Premier League,19th,28,15,"1,644",18.3,3,1,4,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,Matches
João Pedro,2022-2023,20,Watford,eng ENG,2. Championship,11th,35,31,"2,787",31.0,11,4,15,10,1,1,7,0,0.36,0.13,0.48,0.32,0.45,Matches
João Pedro,2023-2024,21,Brighton,eng ENG,1. Premier League,11th,31,19,"2,045",22.7,9,3,12,5,4,5,2,0,0.40,0.13,0.53,0.22,0.35,Matches
João Pedro,2024-2025,22,Brighton,eng ENG,1. Premier League,8th,27,23,"1,948",21.6,10,6,16,5,5,5,4,1,0.46,0.28,0.74,0.23,0.51,Matches
João Pedro,2025-2026,23,Chelsea,eng ENG,1. Premier League,8th,34,30,"2,571",28.6,15,5,20,15,0,0,4,0,0.53,0.18,0.70,0.53,0.70,Matches
John,2016,19,Santos,br BRA,1. Série A,2nd,0,0,,,,,,,,,,,,,,,,Matches
John,2017,20,Santos,br BRA,1. Série A,3rd,0,0,,,,,,,,,,,,,,,,Matches
John,2018,21,Santos,br BRA,1. Série A,10th,0,0,,,,,,,,,,,,,,,,Matches
John,2019,22,Santos,br BRA,1. Série A,2nd,0,0,,,,,,,,,,,,,,,,Matches
John,2020,23,Santos,br BRA,1. Série A,8th,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
John,2021,24,Santos,br BRA,1. Série A,10th,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
John,2022,25,Santos,br BRA,1. Série A,12th,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
John,2023,26,Internacional,br BRA,1. Série A,9th,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
John,2023-2024,27,Valladolid,es ESP,2. La Liga 2,2nd,11,11,990,11.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
John,2024,27,Botafogo (RJ),br BRA,1. Série A,1st,34,34,"3,060",34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
John,2025,28,Botafogo (RJ),br BRA,1. Série A,6th,17,17,"1,530",17.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
John,2025-2026,29,Nottingham Forest,eng ENG,1. Premier League,16th,5,5,437,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Kaiki Bruno,2022,18,Cruzeiro,br BRA,2. Série B,1st,6,2,253,2.8,0,1,1,0,0,0,1,0,0.00,0.36,0.36,0.00,0.36,Matches
Kaiki Bruno,2023,19,Cruzeiro,br BRA,1. Série A,14th,8,3,228,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Kaiki Bruno,2024,20,Cruzeiro,br BRA,1. Série A,9th,18,13,"1,184",13.2,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
Kaiki Bruno,2025,21,Cruzeiro,br BRA,1. Série A,3rd,34,34,"2,993",33.3,1,5,6,1,0,0,10,0,0.03,0.15,0.18,0.03,0.18,Matches
Kaiki Bruno,2026,22,Cruzeiro,br BRA,1. Série A,13th,14,14,"1,236",13.7,0,2,2,0,0,0,1,1,0.00,0.15,0.15,0.00,0.15,Matches
Kaio Jorge,2018,16,Santos,br BRA,1. Série A,10th,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kaio Jorge,2019,17,Santos,br BRA,1. Série A,2nd,3,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kaio Jorge,2020,18,Santos,br BRA,1. Série A,8th,28,23,"1,893",21.0,4,1,5,4,0,0,5,0,0.19,0.05,0.24,0.19,0.24,Matches
Kaio Jorge,2021,19,Santos,br BRA,1. Série A,10th,10,10,883,9.8,1,2,3,1,0,0,1,0,0.10,0.20,0.31,0.10,0.31,Matches
Kaio Jorge,2021-2022,19,Juventus,it ITA,1. Serie A,4th,9,0,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kaio Jorge,,,,,,,,,,,,,,,,,,,,,,,,
Kaio Jorge,2023-2024,21,Frosinone,it ITA,1. Serie A,18th,20,8,812,9.0,3,0,3,2,1,2,2,0,0.33,0.00,0.33,0.22,0.22,Matches
Kaio Jorge,2024,22,Cruzeiro,br BRA,1. Série A,9th,16,13,"1,163",12.9,2,2,4,2,0,1,3,0,0.15,0.15,0.31,0.15,0.31,Matches
Kaio Jorge,2025,23,Cruzeiro,br BRA,1. Série A,3rd,33,33,"2,588",28.8,21,8,29,20,1,2,4,1,0.73,0.28,1.01,0.70,0.97,Matches
Kaio Jorge,2026,24,Cruzeiro,br BRA,1. Série A,13th,11,10,822,9.1,3,0,3,1,2,2,0,0,0.33,0.00,0.33,0.11,0.11,Matches
Léo Ortiz,2017,21,Internacional,br BRA,2. Série B,2nd,13,11,"1,066",11.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Ortiz,2018,22,Sport Recife,br BRA,1. Série A,17th,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Ortiz,2019,23,Bragantino,br BRA,2. Série B,1st,30,29,"2,519",28.0,3,0,3,3,0,0,4,1,0.11,0.00,0.11,0.11,0.11,Matches
Léo Ortiz,2020,24,RB Bragantino,br BRA,1. Série A,10th,33,32,"2,900",32.2,3,0,3,3,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
Léo Ortiz,2021,25,RB Bragantino,br BRA,1. Série A,6th,24,23,"2,065",22.9,0,2,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches
Léo Ortiz,2022,26,RB Bragantino,br BRA,1. Série A,14th,22,21,"1,923",21.4,1,2,3,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,Matches
Léo Ortiz,2023,27,RB Bragantino,br BRA,1. Série A,6th,20,19,"1,603",17.8,2,0,2,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches
Léo Ortiz,2024,28,Flamengo,br BRA,1. Série A,3rd,25,21,"1,878",20.9,1,2,3,1,0,0,2,0,0.05,0.10,0.14,0.05,0.14,Matches
Léo Ortiz,2025,29,Flamengo,br BRA,1. Série A,1st,26,26,"2,203",24.5,1,2,3,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,Matches
Léo Ortiz,2026,30,Flamengo,br BRA,1. Série A,2nd,15,14,"1,242",13.8,1,1,2,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,Matches
Léo Pereira,2014,18,Athletico Paranaense,br BRA,1. Série A,8th,14,13,"1,212",13.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Pereira,,,,,,,,,,,,,,,,,,,,,,,,
Léo Pereira,2016,20,Athletico Paranaense,br BRA,1. Série A,6th,0,0,,,,,,,,,,,,,,,,Matches
Léo Pereira,2016,20,Náutico,br BRA,2. Série B,5th,5,2,259,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Pereira,2017,21,Orlando City,us USA,1. MLS,18th,10,9,805,8.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Pereira,2017,21,OCB,us USA,2. USL,19th,7,7,630,7.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Pereira,2018,22,Athletico Paranaense,br BRA,1. Série A,7th,18,17,"1,537",17.1,3,1,4,3,0,0,5,0,0.18,0.06,0.23,0.18,0.23,Matches
Léo Pereira,2019,23,Athletico Paranaense,br BRA,1. Série A,5th,29,29,"2,581",28.7,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches
Léo Pereira,2020,24,Flamengo,br BRA,1. Série A,1st,13,11,982,10.9,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches
Léo Pereira,2021,25,Flamengo,br BRA,1. Série A,2nd,19,19,"1,660",18.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Pereira,2022,26,Flamengo,br BRA,1. Série A,5th,13,11,"1,112",12.4,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
Léo Pereira,2023,27,Flamengo,br BRA,1. Série A,4th,32,32,"2,645",29.4,3,1,4,3,0,0,6,0,0.10,0.03,0.14,0.10,0.14,Matches
Léo Pereira,2024,28,Flamengo,br BRA,1. Série A,3rd,28,21,"2,023",22.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Pereira,2025,29,Flamengo,br BRA,1. Série A,1st,34,33,"2,953",32.8,4,0,4,4,0,0,6,0,0.12,0.00,0.12,0.12,0.12,Matches
Léo Pereira,2026,30,Flamengo,br BRA,1. Série A,2nd,13,13,"1,139",12.7,1,0,1,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches
Lucas Paquetá,2016,18,Flamengo,br BRA,1. Série A,3rd,0,0,,,,,,,,,,,,,,,,Matches
Lucas Paquetá,2017,19,Flamengo,br BRA,1. Série A,6th,17,10,945,10.5,1,1,2,1,0,0,3,0,0.10,0.10,0.19,0.10,0.19,Matches
Lucas Paquetá,2018,20,Flamengo,br BRA,1. Série A,2nd,32,31,"2,743",30.5,10,1,11,10,0,0,9,1,0.33,0.03,0.36,0.33,0.36,Matches
Lucas Paquetá,2018-2019,20,Milan,it ITA,1. Serie A,5th,13,12,842,9.4,1,1,2,1,0,0,5,1,0.11,0.11,0.21,0.11,0.21,Matches
Lucas Paquetá,2019-2020,21,Milan,it ITA,1. Serie A,6th,24,12,"1,103",12.3,0,1,1,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08,Matches
Lucas Paquetá,2020-2021,22,Milan,it ITA,1. Serie A,2nd,0,0,,,,,,,,,,,,,,,,Matches
Lucas Paquetá,2020-2021,22,Lyon,fr FRA,1. Ligue 1,4th,30,27,"2,275",25.3,9,5,14,9,0,0,6,1,0.36,0.20,0.55,0.36,0.55,Matches
Lucas Paquetá,2021-2022,23,Lyon,fr FRA,1. Ligue 1,8th,35,32,"2,699",30.0,9,6,15,8,1,1,3,0,0.30,0.20,0.50,0.27,0.47,Matches
Lucas Paquetá,2022-2023,24,Lyon,fr FRA,1. Ligue 1,7th,2,2,159,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lucas Paquetá,2022-2023,24,West Ham United,eng ENG,1. Premier League,14th,28,27,"2,151",23.9,4,3,7,3,1,1,5,0,0.17,0.13,0.29,0.13,0.25,Matches
Lucas Paquetá,2023-2024,25,West Ham United,eng ENG,1. Premier League,9th,31,31,"2,622",29.1,4,6,10,2,2,2,10,0,0.14,0.21,0.34,0.07,0.27,Matches
Lucas Paquetá,2024-2025,26,West Ham United,eng ENG,1. Premier League,14th,33,27,"2,380",26.4,4,0,4,2,2,2,10,0,0.15,0.00,0.15,0.08,0.08,Matches
Lucas Paquetá,2025-2026,27,West Ham United,eng ENG,1. Premier League,18th,18,18,"1,511",16.8,4,1,5,2,2,2,7,1,0.24,0.06,0.30,0.12,0.18,Matches
Lucas Paquetá,2026,28,Flamengo,br BRA,1. Série A,2nd,11,9,737,8.2,3,0,3,3,0,0,1,0,0.37,0.00,0.37,0.37,0.37,Matches
Luciano Juba,2020,20,Sport Recife,br BRA,1. Série A,15th,21,8,982,10.9,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches
Luciano Juba,2021,21,Confiança,br BRA,2. Série B,19th,8,6,589,6.5,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches
Luciano Juba,2021,21,Sport Recife,br BRA,1. Série A,19th,14,5,597,6.6,1,1,2,1,0,0,2,0,0.15,0.15,0.30,0.15,0.30,Matches
Luciano Juba,2022,22,Sport Recife,br BRA,2. Série B,7th,37,37,"3,148",35.0,5,3,8,5,0,0,5,1,0.14,0.09,0.23,0.14,0.23,Matches
Luciano Juba,2023,23,Sport Recife,br BRA,2. Série B,7th,23,23,"1,991",22.1,7,5,12,7,0,0,2,0,0.32,0.23,0.54,0.32,0.54,Matches
Luciano Juba,2023,23,Bahia,br BRA,1. Série A,16th,14,6,647,7.2,1,2,3,1,0,0,0,0,0.14,0.28,0.42,0.14,0.42,Matches
Luciano Juba,2024,24,Bahia,br BRA,1. Série A,8th,37,35,"3,114",34.6,3,1,4,3,0,0,2,0,0.09,0.03,0.12,0.09,0.12,Matches
Luciano Juba,2025,25,Bahia,br BRA,1. Série A,7th,35,33,"2,877",32.0,6,4,10,6,0,0,2,0,0.19,0.13,0.31,0.19,0.31,Matches
Luciano Juba,2026,26,Bahia,br BRA,1. Série A,7th,15,15,"1,319",14.7,7,1,8,5,2,3,2,0,0.48,0.07,0.55,0.34,0.41,Matches
Luiz Henrique,2020,19,Fluminense,br BRA,1. Série A,5th,26,13,"1,221",13.6,2,2,4,2,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
Luiz Henrique,2021,20,Fluminense,br BRA,1. Série A,7th,33,24,"1,873",20.8,6,2,8,6,0,0,4,0,0.29,0.10,0.38,0.29,0.38,Matches
Luiz Henrique,2022,21,Fluminense,br BRA,1. Série A,3rd,14,12,"1,054",11.7,2,3,5,2,0,0,0,0,0.17,0.26,0.43,0.17,0.43,Matches
Luiz Henrique,2022-2023,21,Real Betis,es ESP,1. La Liga,6th,33,21,"1,807",20.1,1,3,4,1,0,0,6,0,0.05,0.15,0.20,0.05,0.20,Matches
Luiz Henrique,2023-2024,22,Real Betis,es ESP,1. La Liga,7th,14,6,616,6.8,0,3,3,0,0,0,1,0,0.00,0.44,0.44,0.00,0.44,Matches
Luiz Henrique,2024,23,Botafogo (RJ),br BRA,1. Série A,1st,35,33,"2,533",28.1,7,3,10,6,1,1,3,0,0.25,0.11,0.36,0.21,0.32,Matches
Luiz Henrique,2024-2025,23,Zenit,ru RUS,1. Russian Premier League,2nd,11,11,957,10.6,2,2,4,2,0,0,2,0,0.19,0.19,0.38,0.19,0.38,Matches
Luiz Henrique,2025-2026,24,Zenit,ru RUS,1. Russian Premier League,1st,28,24,"2,023",22.5,6,3,9,6,0,1,2,0,0.27,0.13,0.40,0.27,0.40,Matches
Marquinhos,2012-2013,18,Roma,it ITA,1. Serie A,6th,26,22,"2,092",23.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
Marquinhos,2013-2014,19,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,21,17,"1,654",18.4,2,0,2,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches
Marquinhos,2014-2015,20,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,25,21,"1,875",20.8,2,0,2,2,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
Marquinhos,2015-2016,21,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,29,20,"1,925",21.4,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches
Marquinhos,2016-2017,22,Paris Saint-Germain,fr FRA,1. Ligue 1,2nd,29,27,"2,501",27.8,3,0,3,3,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
Marquinhos,2017-2018,23,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,26,25,"2,262",25.1,0,2,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
Marquinhos,2018-2019,24,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,30,30,"2,693",29.9,3,2,5,3,0,0,2,1,0.10,0.07,0.17,0.10,0.17,Matches
Marquinhos,2019-2020,25,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,19,15,"1,476",16.4,3,1,4,3,0,0,1,0,0.18,0.06,0.24,0.18,0.24,Matches
Marquinhos,2020-2021,26,Paris Saint-Germain,fr FRA,1. Ligue 1,2nd,25,24,"2,128",23.6,3,1,4,3,0,0,2,0,0.13,0.04,0.17,0.13,0.17,Matches
Marquinhos,2021-2022,27,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,32,32,"2,861",31.8,5,0,5,5,0,0,5,0,0.16,0.00,0.16,0.16,0.16,Matches
Marquinhos,2022-2023,28,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,33,30,"2,717",30.2,2,0,2,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
Marquinhos,2023-2024,29,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,21,18,"1,537",17.1,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
Marquinhos,2024-2025,30,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,22,19,"1,725",19.2,2,0,2,2,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches
Marquinhos,2025-2026,31,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,14,11,"1,052",11.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matheus Cunha,2017-2018,18,Sion,ch SUI,1. Super Lg,6th,0,0,,,,,,,,,,,,,,,,Matches
Matheus Cunha,2018-2019,19,RB Leipzig,de GER,1. Bundesliga,3rd,25,9,853,9.5,2,0,2,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches
Matheus Cunha,2019-2020,20,RB Leipzig,de GER,1. Bundesliga,3rd,10,2,279,3.1,0,1,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches
Matheus Cunha,2019-2020,20,Hertha BSC,de GER,1. Bundesliga,10th,11,9,744,8.3,6,0,6,6,0,0,3,0,0.73,0.00,0.73,0.73,0.73,Matches
Matheus Cunha,2020-2021,21,Hertha BSC,de GER,1. Bundesliga,14th,27,25,"2,149",23.9,7,4,11,5,2,3,9,0,0.29,0.17,0.46,0.21,0.38,Matches
Matheus Cunha,2021-2022,22,Hertha BSC,de GER,1. Bundesliga,16th,1,1,64,0.7,0,1,1,0,0,0,0,0,0.00,1.41,1.41,0.00,1.41,Matches
Matheus Cunha,2021-2022,22,Atlético Madrid,es ESP,1. La Liga,3rd,29,8,"1,063",11.8,6,4,10,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,Matches
Matheus Cunha,2022-2023,23,Atlético Madrid,es ESP,1. La Liga,3rd,11,2,377,4.2,0,2,2,0,0,0,2,0,0.00,0.48,0.48,0.00,0.48,Matches
Matheus Cunha,2022-2023,23,Wolves,eng ENG,1. Premier League,13th,17,12,965,10.7,2,0,2,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches
Matheus Cunha,2023-2024,24,Wolves,eng ENG,1. Premier League,14th,32,29,"2,440",27.1,12,7,19,11,1,1,9,0,0.44,0.26,0.70,0.41,0.66,Matches
Matheus Cunha,2024-2025,25,Wolves,eng ENG,1. Premier League,16th,33,29,"2,597",28.9,15,6,21,15,0,0,4,0,0.52,0.21,0.73,0.52,0.73,Matches
Matheus Cunha,2025-2026,26,Manchester Utd,eng ENG,1. Premier League,3rd,33,29,"2,494",27.7,10,2,12,10,0,0,4,0,0.36,0.07,0.43,0.36,0.43,Matches
Matheus Pereira,2014-2015,18,Sporting CP,pt POR,1. Primeira Liga,3rd,0,0,,,,,,,,,,,,,,,,Matches
Matheus Pereira,2015-2016,19,Sporting CP,pt POR,1. Primeira Liga,2nd,8,1,153,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matheus Pereira,2016-2017,20,Sporting CP,pt POR,1. Primeira Liga,3rd,7,5,336,3.7,1,2,3,1,0,0,1,0,0.27,0.54,0.80,0.27,0.80,Matches
Matheus Pereira,2016-2017,20,Empoli,it ITA,1. Serie A,18th,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matheus Pereira,2017-2018,21,Chaves,pt POR,1. Primeira Liga,6th,27,24,"2,239",24.9,7,5,12,6,1,1,9,0,0.28,0.20,0.48,0.24,0.44,Matches
Matheus Pereira,2018-2019,22,Sporting CP,pt POR,1. Primeira Liga,3rd,0,0,,,,,,,,,,,,,,,,Matches
Matheus Pereira,2018-2019,22,Nürnberg,de GER,1. Bundesliga,18th,19,16,"1,232",13.7,3,2,5,3,0,0,3,1,0.22,0.15,0.37,0.22,0.37,Matches
Matheus Pereira,2019-2020,23,West Brom,eng ENG,2. Championship,2nd,42,38,"3,365",37.4,8,17,25,8,0,0,5,0,0.21,0.45,0.67,0.21,0.67,Matches
Matheus Pereira,2020-2021,24,West Brom,eng ENG,1. Premier League,19th,33,30,"2,577",28.6,11,6,17,7,4,4,2,1,0.38,0.21,0.59,0.24,0.45,Matches
Matheus Pereira,2021-2022,25,Al-Hilal,sa KSA,1. Pro League,1st,21,15,"1,371",15.2,2,11,13,2,0,0,8,0,0.13,0.72,0.85,0.13,0.85,Matches
Matheus Pereira,2022-2023,26,Al-Hilal,sa KSA,1. Pro League,3rd,7,4,402,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matheus Pereira,2023,26,Cruzeiro,br BRA,1. Série A,14th,15,12,"1,022",11.4,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches
Matheus Pereira,2024,27,Cruzeiro,br BRA,1. Série A,9th,34,31,"2,823",31.4,8,7,15,8,0,0,11,1,0.26,0.22,0.48,0.26,0.48,Matches
Matheus Pereira,2025,28,Cruzeiro,br BRA,1. Série A,3rd,34,32,"2,793",31.0,7,7,14,7,0,0,7,0,0.23,0.23,0.45,0.23,0.45,Matches
Matheus Pereira,2026,29,Cruzeiro,br BRA,1. Série A,13th,14,14,"1,222",13.6,2,2,4,2,0,0,8,0,0.15,0.15,0.29,0.15,0.29,Matches
Natan,2020,18,Flamengo,br BRA,1. Série A,1st,14,12,"1,131",12.6,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
Natan,2021,19,RB Bragantino,br BRA,1. Série A,6th,24,19,"1,714",19.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Natan,2022,20,RB Bragantino,br BRA,1. Série A,14th,32,32,"2,880",32.0,2,1,3,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,Matches
Natan,2023,21,RB Bragantino,br BRA,1. Série A,6th,10,9,836,9.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Natan,2023-2024,22,Napoli,it ITA,1. Serie A,10th,14,11,952,10.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
Natan,2024-2025,23,Real Betis,es ESP,1. La Liga,6th,31,23,"2,175",24.2,1,1,2,1,0,0,5,1,0.04,0.04,0.08,0.04,0.08,Matches
Natan,2025-2026,24,Real Betis,es ESP,1. La Liga,5th,32,31,"2,729",30.3,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
Neymar,2013-2014,21,Barcelona,es ESP,1. La Liga,2nd,26,19,"1,734",19.3,9,8,17,8,1,1,6,0,0.47,0.42,0.88,0.42,0.83,Matches
Neymar,2014-2015,22,Barcelona,es ESP,1. La Liga,1st,33,29,"2,562",28.5,22,7,29,21,1,1,6,0,0.77,0.25,1.02,0.74,0.98,Matches
Neymar,2015-2016,23,Barcelona,es ESP,1. La Liga,1st,34,34,"3,056",34.0,24,10,34,19,5,7,6,0,0.71,0.29,1.00,0.56,0.85,Matches
Neymar,2016-2017,24,Barcelona,es ESP,1. La Liga,2nd,30,30,"2,649",29.4,13,10,23,12,1,1,7,1,0.44,0.34,0.78,0.41,0.75,Matches
Neymar,2017-2018,25,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,20,20,"1,786",19.8,19,13,32,15,4,4,5,1,0.96,0.66,1.61,0.76,1.41,Matches
Neymar,2018-2019,26,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,17,16,"1,439",16.0,15,7,22,10,5,5,2,0,0.94,0.44,1.38,0.63,1.06,Matches
Neymar,2019-2020,27,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,15,15,"1,318",14.6,13,6,19,9,4,5,4,1,0.89,0.41,1.30,0.61,1.02,Matches
Neymar,2020-2021,28,Paris Saint-Germain,fr FRA,1. Ligue 1,2nd,18,15,"1,415",15.7,9,5,14,4,5,6,7,2,0.57,0.32,0.89,0.25,0.57,Matches
Neymar,2021-2022,29,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,22,22,"1,851",20.6,13,6,19,10,3,4,10,0,0.63,0.29,0.92,0.49,0.78,Matches
Neymar,2022-2023,30,Paris Saint-Germain,fr FRA,1. Ligue 1,1st,20,18,"1,545",17.2,13,11,24,11,2,2,6,1,0.76,0.64,1.40,0.64,1.28,Matches
Neymar,2023-2024,31,Al-Hilal,sa KSA,1. Pro League,1st,3,2,207,2.3,0,2,2,0,0,1,0,0,0.00,0.87,0.87,0.00,0.87,Matches
Neymar,,,,,,,,,,,,,,,,,,,,,,,,
Neymar,2025,32,Santos,br BRA,1. Série A,12th,20,17,"1,528",17.0,8,1,9,6,2,2,8,1,0.47,0.06,0.53,0.35,0.41,Matches
Neymar,2026,33,Santos,br BRA,1. Série A,16th,8,8,683,7.6,4,2,6,3,1,1,5,0,0.53,0.26,0.79,0.40,0.66,Matches
Paulo Henrique,2020,23,Paraná,br BRA,2. Série B,18th,34,34,"3,025",33.6,1,3,4,1,0,0,8,0,0.03,0.09,0.12,0.03,0.12,Matches
Paulo Henrique,2021,24,Juventude,br BRA,1. Série A,16th,17,7,773,8.6,0,2,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Matches
Paulo Henrique,2022,25,Juventude,br BRA,1. Série A,20th,26,17,"1,502",16.7,2,1,3,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,Matches
Paulo Henrique,2023,26,Vasco da Gama,br BRA,1. Série A,15th,14,10,852,9.5,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21,Matches
Paulo Henrique,2024,27,Vasco da Gama,br BRA,1. Série A,10th,35,30,"2,516",28.0,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches
Paulo Henrique,2025,28,Vasco da Gama,br BRA,1. Série A,14th,28,28,"2,490",27.7,1,8,9,1,0,0,11,1,0.04,0.29,0.33,0.04,0.33,Matches
Paulo Henrique,2026,29,Vasco da Gama,br BRA,1. Série A,12th,11,10,766,8.5,0,2,2,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,Matches
Pedro,2016,18,Fluminense,br BRA,1. Série A,13th,3,0,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Pedro,2017,19,Fluminense,br BRA,1. Série A,14th,15,6,557,6.2,2,0,2,2,0,0,2,0,0.32,0.00,0.32,0.32,0.32,Matches
Pedro,2018,20,Fluminense,br BRA,1. Série A,12th,19,19,"1,595",17.7,10,2,12,10,0,0,1,0,0.56,0.11,0.68,0.56,0.68,Matches
Pedro,2019,21,Fluminense,br BRA,1. Série A,14th,10,7,628,7.0,5,0,5,3,2,2,0,0,0.72,0.00,0.72,0.43,0.43,Matches
Pedro,2019-2020,22,Fiorentina,it ITA,1. Serie A,10th,4,0,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
